work_id,assigned_topic_hard,top1_topic,top1_pct,top2_topic,top2_pct,top3_topic,top3_pct,unexplained_pct
W01282,6,6,45.04,0,7.84,22,0.0,47.11
W01283,0,0,42.76,15,1.36,22,0.0,55.88
W01284,-1,15,21.87,1,20.01,9,10.96,45.76
W01285,-1,2,18.58,23,15.98,12,7.52,42.59
W01286,3,3,34.25,24,5.01,9,4.61,56.13
W01287,-1,3,22.33,9,11.78,24,3.44,59.58
W01288,-1,15,24.88,23,12.26,4,4.34,53.8
W01289,-1,23,19.65,7,12.49,0,11.35,56.51
W01290,23,23,41.23,13,8.51,0,0.0,50.25
W01291,6,6,48.39,24,8.04,15,1.56,42.01
W01292,-1,9,17.91,1,17.02,23,5.44,58.28
W01293,-1,24,20.85,15,15.76,0,2.96,58.59
W01294,-1,11,19.97,22,10.97,23,6.71,46.87
W01295,13,13,28.33,14,17.37,18,3.55,49.69
W01296,14,14,31.62,13,14.99,16,6.66,46.73
W01297,11,8,14.56,11,13.53,22,8.86,51.69
W01298,14,14,37.78,21,16.52,0,0.0,45.71
W01299,-1,17,16.43,19,9.39,18,8.82,53.22
W01300,-1,4,27.07,22,9.66,23,9.01,53.9
W01301,1,1,27.88,5,9.92,6,6.8,49.83
W01302,-1,23,22.47,1,15.21,5,14.26,42.83
W01303,9,9,35.3,3,7.62,21,4.75,45.89
W01304,11,11,39.38,13,6.68,15,4.48,48.99
W01305,9,9,38.86,6,10.34,0,0.0,50.8
W01306,-1,15,22.47,0,18.78,24,7.18,48.41
W01307,-1,2,15.96,6,11.89,16,8.07,59.98
W01308,-1,11,17.04,24,12.25,13,5.21,58.52
W01309,0,0,23.18,9,20.99,22,0.0,55.82
W01311,-1,24,13.55,11,12.83,13,9.09,61.39
W01313,0,0,42.05,22,0.0,21,0.0,57.95
W01314,0,0,30.49,2,4.29,9,4.03,51.48
W01315,-1,2,23.36,4,14.2,11,5.38,54.31
W01316,13,13,21.54,24,12.65,18,12.16,52.08
W01317,-1,0,12.48,14,11.41,4,9.45,46.07
W01318,21,21,23.84,0,14.51,6,4.22,51.05
W01319,22,22,40.26,0,4.6,24,1.83,50.87
W01320,-1,4,32.97,9,13.52,2,5.95,46.5
W01322,-1,13,13.18,3,8.03,19,7.82,64.02
W01323,14,14,38.51,11,8.99,23,1.33,51.17
W01324,1,1,35.19,9,4.76,6,3.36,56.69
W01325,1,1,23.39,15,9.56,9,5.33,60.11
W01327,19,19,35.18,1,5.65,3,1.42,57.75
W01329,-1,2,23.04,0,12.89,24,6.89,51.7
W01330,7,7,25.41,0,16.18,2,4.83,51.21
W01331,-1,17,11.84,22,10.72,18,9.53,40.96
W01332,-1,8,22.31,13,11.14,6,10.2,44.13
W01333,6,6,24.15,0,7.2,7,6.16,43.87
W01334,-1,13,17.31,23,9.95,12,9.2,48.13
W01335,5,5,27.56,21,6.56,8,6.01,57.23
W01337,20,20,46.4,7,6.68,3,2.44,44.48
W01338,2,7,25.35,8,14.11,2,11.04,44.84
W01339,23,23,45.27,10,6.46,17,0.64,47.64
W01340,6,6,40.87,17,5.06,15,1.28,52.34
W01341,-1,9,20.84,22,16.2,2,5.61,53.37
W01342,-1,23,24.97,12,15.71,14,3.71,51.99
W01343,12,12,36.81,4,13.44,22,0.0,49.76
W01344,-1,0,19.56,18,12.22,6,8.85,43.88
W01345,12,12,29.78,9,23.08,22,0.0,47.13
W01347,-1,4,14.08,22,10.29,18,9.58,44.03
W01348,-1,12,17.66,22,15.69,13,10.04,41.75
W01349,0,0,21.15,23,18.66,16,5.94,51.11
W01350,-1,17,18.15,5,12.26,6,9.67,44.34
W01351,17,5,12.19,18,9.3,23,6.72,51.36
W01352,9,9,43.95,3,8.32,16,0.4,47.33
W01353,-1,3,16.15,12,11.65,15,8.41,46.37
W01354,-1,20,16.57,3,15.63,8,12.91,48.5
W01355,0,0,35.19,12,8.78,5,8.14,44.34
W01356,-1,1,13.41,22,12.21,16,8.21,47.9
W01357,-1,17,26.28,23,19.72,21,2.06,50.33
W01358,-1,6,26.52,2,21.39,20,5.82,43.12
W01359,-1,18,37.01,22,9.89,3,9.77,43.29
W01360,2,2,20.63,7,13.76,8,8.84,49.22
W01361,2,23,22.47,16,19.93,2,16.24,41.36
W01362,12,12,51.44,4,6.57,22,0.0,42.0
W01363,13,13,40.16,9,13.63,17,3.08,43.13
W01364,17,17,29.88,23,15.26,9,5.65,48.97
W01365,23,23,39.04,7,5.65,9,4.98,46.3
W01366,13,13,13.57,1,12.89,5,6.3,53.02
W01367,20,20,26.53,22,18.57,8,5.96,41.71
W01368,13,13,30.04,24,8.8,23,6.5,41.44
W01369,-1,6,31.22,3,8.14,13,7.95,41.93
W01370,-1,13,18.67,15,11.49,23,8.98,47.4
W01371,-1,17,16.28,13,8.94,18,8.76,40.07
W01372,2,2,26.72,8,15.52,11,5.95,51.82
W01373,0,14,19.24,0,16.02,17,12.37,49.93
W01374,16,16,32.5,3,16.21,2,4.83,43.38
W01375,-1,13,23.89,18,14.6,0,7.65,38.4
W01376,-1,8,31.17,16,10.76,20,4.92,51.34
W01377,9,9,37.87,20,11.16,22,1.7,49.27
W01378,16,16,43.54,8,6.91,23,1.35,47.97
W01379,-1,0,14.08,13,8.5,24,7.18,43.5
W01380,-1,22,21.24,16,14.44,13,8.64,40.3
W01381,-1,13,21.05,6,12.44,2,8.88,43.53
W01382,5,5,30.01,8,16.87,14,4.61,46.62
W01383,-1,2,19.93,17,10.92,8,6.46,50.2
W01384,17,17,35.94,5,17.1,0,0.0,46.97
W01385,-1,20,26.88,0,9.68,9,6.53,50.85
W01386,-1,1,20.96,20,10.97,9,10.03,45.85
W01387,-1,2,17.0,17,9.67,8,9.65,47.18
W01389,21,21,34.54,4,13.0,0,0.0,52.47
W01390,-1,20,24.57,1,21.65,0,3.4,50.37
W01391,22,22,29.41,8,16.02,15,5.4,44.46
W01392,14,14,43.37,4,7.42,19,2.54,46.67
W01393,11,11,31.01,8,24.76,17,1.65,42.57
W01394,6,6,25.21,11,15.24,4,7.31,42.0
W01395,-1,15,15.32,5,12.58,1,9.32,45.73
W01396,-1,22,25.4,3,11.94,1,8.96,44.9
W01397,-1,12,17.52,6,16.6,4,11.52,38.69
W01398,-1,6,16.64,1,13.72,17,9.48,52.53
W01399,4,4,29.15,10,11.08,18,4.24,48.29
W01400,-1,4,21.44,17,14.75,6,7.45,43.46
W01401,2,22,32.2,17,12.21,13,4.25,44.86
W01402,17,17,24.35,0,15.7,16,5.95,46.68
W01403,3,3,26.66,22,11.97,21,8.6,48.93
W01404,-1,18,20.05,22,11.62,24,9.54,44.25
W01405,16,16,49.83,4,7.87,17,0.88,41.39
W01406,1,1,44.09,22,7.57,10,4.88,42.84
W01407,1,1,31.19,8,10.08,0,4.04,53.45
W01408,10,10,28.34,5,21.0,9,4.18,46.48
W01409,-1,18,11.67,6,9.71,15,9.52,37.75
W01410,0,0,20.12,9,16.06,15,14.25,43.8
W01411,-1,8,20.72,5,8.07,2,6.63,54.95
W01412,9,9,22.75,5,18.19,1,8.96,47.36
W01413,-1,9,20.76,21,12.46,20,5.78,43.49
W01414,-1,5,21.07,9,16.64,18,0.4,61.89
W01415,9,9,40.66,7,5.97,15,4.85,47.12
W01416,5,5,41.69,1,8.62,0,0.0,49.7
W01417,-1,7,13.19,16,10.37,18,9.45,47.71
W01418,-1,1,20.01,5,7.74,0,5.7,53.24
W01419,8,8,29.43,3,8.96,4,5.28,51.08
W01421,-1,11,22.49,18,14.67,22,8.51,33.16
W01423,-1,15,26.08,9,12.35,2,4.68,52.65
W01426,-1,1,17.32,14,10.37,5,9.44,50.98
W01427,-1,13,25.45,18,16.67,9,13.6,43.07
W01428,-1,3,18.65,0,15.5,7,8.71,44.15
W01429,-1,10,13.67,16,8.71,23,8.26,46.44
W01430,16,16,35.54,7,22.07,0,0.0,42.39
W01431,-1,17,28.82,14,10.89,21,2.64,53.99
W01432,2,2,28.46,12,9.39,8,2.17,56.57
W01433,1,7,17.83,8,17.67,1,9.93,45.74
W01434,-1,2,16.57,5,14.63,19,7.46,51.33
W01435,-1,3,28.0,20,12.49,14,3.64,55.39
W01436,-1,23,18.06,8,13.14,7,8.82,50.53
W01437,-1,8,19.65,2,12.54,12,7.4,53.65
W01438,5,5,30.36,2,8.39,20,6.36,52.79
W01439,9,9,34.91,24,12.82,22,7.22,43.21
W01440,9,9,27.2,11,8.42,22,8.01,49.1
W01441,14,14,50.6,0,0.0,22,0.0,49.4
W01442,8,8,53.75,24,0.15,22,0.0,46.09
W01443,24,24,48.41,1,12.2,20,0.55,38.84
W01444,-1,12,19.01,17,16.48,13,8.9,49.11
W01445,1,1,28.68,4,13.98,15,5.89,42.06
W01446,1,1,27.16,6,13.12,0,6.83,50.9
W01451,4,4,31.09,5,7.42,13,5.64,43.25
W01452,17,17,33.2,12,8.33,1,7.27,41.78
W01453,-1,0,13.4,4,13.13,17,7.54,44.22
W01454,-1,13,15.42,4,13.03,18,9.39,41.83
W01455,9,9,40.96,14,5.85,19,3.33,47.11
W01456,5,5,21.2,1,8.02,17,7.23,43.12
W01457,-1,4,20.5,3,14.1,0,13.09,44.72
W01458,6,6,44.5,23,4.9,0,0.0,50.6
W01459,0,0,20.62,17,9.5,15,7.79,50.6
W01460,-1,4,28.3,24,7.74,15,7.53,47.23
W01462,-1,9,16.0,2,14.89,11,9.57,55.36
W01463,-1,6,28.82,12,8.06,24,7.21,47.82
W01464,15,15,38.32,24,17.19,9,1.76,42.74
W01465,-1,12,14.99,24,12.5,6,8.21,50.01
W01466,8,8,30.15,10,13.94,7,11.9,44.01
W01467,-1,9,16.12,22,8.44,23,6.09,58.69
W01468,-1,15,27.43,22,8.57,9,2.94,58.52
W01469,-1,9,24.84,6,21.23,15,2.32,51.61
W01470,15,15,32.35,13,10.65,16,2.04,54.79
W01471,8,8,32.23,6,13.25,20,3.45,51.08
W01472,18,18,14.73,9,12.33,22,6.59,49.63
W01473,0,5,25.99,0,21.43,22,0.0,52.58
W01474,1,1,23.95,19,17.17,13,8.36,50.52
W01475,2,2,18.71,8,14.9,23,7.07,48.61
W01476,-1,6,14.72,20,11.56,22,11.3,51.06
W01477,14,14,20.84,24,12.89,2,7.53,51.93
W01478,1,15,25.77,1,14.49,16,2.99,54.07
W01479,-1,1,12.05,22,7.31,13,6.71,58.7
W01480,10,15,23.75,10,20.86,17,5.74,48.5
W01481,-1,23,20.94,22,10.9,16,5.1,57.47
W01482,2,2,25.78,4,18.03,23,3.01,53.18
W01483,15,15,45.43,24,3.16,22,0.0,51.41
W01484,15,15,53.94,16,4.15,17,2.51,39.41
W01485,-1,3,17.01,19,16.9,17,11.64,47.7
W01486,-1,20,20.92,3,16.0,13,10.98,49.76
W01487,-1,6,27.52,24,17.41,13,5.71,49.37
W01488,-1,22,39.86,24,3.81,17,2.69,53.63
W01489,-1,6,24.31,23,15.68,15,2.5,57.51
W01490,17,17,31.12,9,10.68,0,0.0,58.2
W01491,1,0,22.93,1,17.64,12,8.35,51.07
W01492,13,13,53.8,0,0.0,22,0.0,46.2
W01493,-1,17,20.43,14,9.68,4,9.11,42.76
W01494,-1,1,27.5,17,13.62,24,4.05,54.78
W01495,-1,6,17.72,1,11.76,23,3.89,66.55
W01496,8,8,37.91,23,2.73,16,2.51,55.43
W01497,9,9,41.57,0,0.0,22,0.0,58.43
W01498,-1,13,11.95,19,11.56,22,10.35,48.03
W01499,-1,8,18.71,20,11.3,18,11.06,46.27
W01500,8,8,52.84,0,0.0,22,0.0,47.16
W01501,2,20,26.43,2,13.23,6,5.56,47.72
W01503,2,23,25.58,8,14.59,5,4.63,47.07
W01504,24,24,34.48,14,5.96,5,4.11,47.66
W01505,-1,23,30.56,22,5.24,19,5.15,57.51
W01506,-1,17,19.76,16,15.56,7,7.45,54.46
W01507,8,8,38.05,4,3.54,2,3.12,49.08
W01508,-1,17,15.2,13,11.34,0,9.79,40.77
W01509,-1,12,17.38,7,15.5,23,14.36,45.35
W01510,6,6,25.01,15,10.95,7,7.45,48.25
W01511,13,13,26.44,21,10.68,24,5.77,49.74
W01512,5,5,37.75,3,3.91,0,0.0,58.34
W01513,-1,1,16.5,8,10.49,23,9.36,44.16
W01514,18,18,35.98,3,6.29,6,3.06,46.24
W01515,-1,13,28.49,23,13.04,4,5.51,44.07
W01516,-1,14,16.69,12,11.94,8,10.26,46.81
W01517,3,3,38.88,19,6.9,21,2.96,49.7
W01518,0,18,13.64,0,9.81,4,8.1,44.19
W01519,-1,6,14.6,5,11.11,0,9.76,39.26
W01520,-1,9,29.13,2,4.8,16,3.78,58.16
W01521,-1,13,18.55,9,8.74,6,7.76,54.56
W01522,1,1,39.57,7,8.46,9,8.41,41.39
W01523,1,5,26.66,24,7.43,6,6.02,51.85
W01524,-1,11,24.85,21,11.51,18,10.08,47.28
W01525,-1,14,21.84,17,17.99,0,11.85,48.32
W01526,-1,17,25.98,11,12.93,1,8.13,43.95
W01528,11,11,43.22,7,3.56,1,2.05,50.95
W01529,-1,13,15.93,17,12.55,10,8.72,44.61
W01530,-1,15,16.14,7,15.25,3,8.37,46.97
W01531,-1,11,17.26,17,7.86,3,4.97,61.53
W01533,1,1,28.91,14,6.27,24,2.21,62.6
W01535,-1,14,25.15,23,4.53,17,4.2,63.36
W01536,-1,0,22.42,1,14.6,7,6.3,41.69
W01537,6,6,55.48,7,5.01,0,0.0,39.51
W01538,6,6,51.95,14,4.51,2,3.1,37.65
W01539,-1,0,18.41,7,10.33,14,9.16,49.44
W01540,-1,14,24.34,0,11.55,18,5.83,51.18
W01541,0,0,40.43,19,5.03,1,4.17,46.67
W01542,-1,18,22.45,22,7.19,7,6.5,41.41
W01543,-1,24,13.83,8,10.92,20,5.03,58.39
W01544,-1,9,27.96,18,15.7,10,7.02,46.48
W01545,-1,10,24.94,7,16.18,14,10.93,37.78
W01546,-1,3,18.22,6,10.12,5,8.01,50.06
W01547,10,10,27.84,14,8.97,8,5.92,54.88
W01548,-1,4,17.44,6,12.08,11,9.74,45.95
W01549,18,18,14.19,16,13.97,19,8.7,63.14
W01550,-1,3,16.33,4,16.24,0,9.39,46.55
W01551,-1,8,21.17,4,9.78,18,8.27,48.9
W01552,14,14,41.33,22,2.95,9,2.24,51.71
W01553,18,18,49.06,10,9.85,14,0.32,40.77
W01554,-1,0,24.19,17,9.95,7,7.97,40.43
W01555,-1,18,13.94,0,10.31,1,8.51,48.74
W01556,-1,3,24.09,0,22.01,18,2.6,48.95
W01557,3,3,27.46,7,11.79,8,7.66,50.36
W01558,19,19,34.17,11,6.78,12,1.99,56.71
W01559,-1,0,24.6,3,15.41,18,12.18,46.61
W01560,-1,15,13.99,13,13.82,1,8.24,58.69
W01561,-1,18,16.98,3,10.12,24,9.85,49.13
W01562,3,18,21.74,3,19.07,22,11.97,45.78
W01563,-1,14,16.21,21,15.28,13,11.93,44.49
W01564,13,13,41.01,1,14.9,10,1.35,42.74
W01565,0,0,36.98,13,4.65,19,4.11,49.02
W01566,-1,11,27.67,2,20.64,16,0.76,50.53
W01567,-1,17,11.93,0,9.96,5,9.87,56.36
W01568,10,10,15.42,14,14.42,13,8.83,53.98
W01569,7,7,38.07,10,8.85,14,5.54,47.54
W01570,13,13,34.66,7,9.25,23,5.94,50.15
W01571,23,23,35.41,8,17.68,0,0.0,46.91
W01572,-1,19,18.16,10,11.23,16,7.54,54.62
W01573,14,14,38.49,17,5.34,10,2.74,53.42
W01574,1,1,31.7,23,8.52,20,7.66,48.57
W01575,-1,0,23.6,22,15.08,7,5.92,41.52
W01576,7,0,24.35,10,13.21,5,7.3,48.37
W01577,-1,23,15.85,17,11.77,10,7.93,44.7
W01578,23,23,48.39,0,0.0,22,0.0,51.61
W01579,8,8,24.26,0,20.57,1,0.41,54.77
W01580,7,7,45.81,23,5.85,19,1.07,46.71
W01581,6,17,9.59,19,8.48,23,8.31,44.85
W01582,-1,0,15.35,19,13.26,1,9.19,57.29
W01583,-1,19,16.99,23,13.25,1,6.85,54.24
W01584,-1,1,10.2,2,10.15,7,9.77,57.51
W01585,-1,0,22.22,23,20.59,10,3.67,53.47
W01586,23,23,34.68,5,7.28,9,3.62,52.86
W01587,-1,23,10.51,4,8.95,2,8.06,57.52
W01588,-1,23,21.09,13,20.04,10,10.73,45.88
W01589,-1,16,13.77,1,9.27,20,7.07,57.69
W01590,-1,23,22.99,7,15.9,24,11.93,48.07
W01591,1,1,37.02,0,10.09,22,0.0,52.89
W01592,-1,23,18.52,1,7.78,10,6.94,59.92
W01593,-1,10,17.19,16,11.95,17,5.02,63.01
W01594,-1,16,16.26,3,11.84,20,7.48,60.48
W01595,8,8,22.62,1,15.08,23,1.92,59.16
W01596,-1,5,17.62,14,16.39,15,10.28,51.93
W01597,5,8,22.82,5,10.45,14,3.73,60.0
W01598,-1,14,9.2,24,6.37,5,6.21,65.21
W01599,-1,24,16.41,14,14.86,17,5.45,58.58
W01600,6,6,30.97,16,6.37,23,5.0,53.56
W01601,9,9,29.63,24,11.25,6,6.97,50.74
W01602,-1,16,12.15,5,11.27,23,10.9,51.45
W01603,-1,17,17.43,5,16.64,23,6.47,59.46
W01604,10,10,21.0,23,14.34,3,10.49,54.16
W01605,1,1,20.77,7,15.58,15,6.31,49.06
W01606,8,8,28.18,16,7.82,1,5.49,50.11
W01607,-1,10,15.67,7,10.92,15,9.12,58.04
W01608,-1,21,22.66,15,11.03,6,10.95,48.21
W01609,6,6,26.91,16,6.62,9,2.25,62.59
W01611,23,23,37.69,13,7.13,14,2.86,51.32
W01612,8,8,18.35,9,8.62,6,8.22,48.36
W01613,1,1,22.76,15,14.33,17,5.36,54.2
W01614,10,10,20.3,23,19.43,17,0.59,59.28
W01615,-1,23,34.6,0,4.59,19,4.32,52.76
W01616,-1,1,20.8,13,13.96,17,11.33,53.64
W01617,-1,24,18.13,15,16.26,0,15.69,48.19
W01618,-1,15,21.03,10,8.27,22,6.4,45.96
W01619,-1,4,30.75,6,10.83,24,4.19,42.7
W01620,4,4,43.16,2,6.36,11,4.32,46.16
W01621,4,4,40.38,0,6.89,20,3.62,49.1
W01622,0,0,25.0,13,14.01,7,6.3,48.13
W01623,13,13,55.18,0,0.0,22,0.0,44.82
W01624,-1,13,10.36,9,8.11,15,7.21,43.25
W01625,13,13,23.09,5,22.81,8,8.28,45.81
W01626,-1,18,38.55,21,4.54,1,2.94,49.41
W01627,-1,15,19.09,6,14.39,23,11.66,49.43
W01628,12,12,41.99,21,5.33,14,2.16,50.51
W01629,18,18,44.29,14,4.49,20,2.77,43.67
W01630,6,6,30.9,21,17.37,17,7.34,40.02
W01632,-1,21,7.04,22,5.26,9,4.27,70.53
W01633,2,2,22.05,4,19.62,5,2.05,56.28
W01634,-1,2,16.34,8,13.27,19,12.92,53.68
W01635,-1,19,23.69,18,13.57,10,5.43,51.91
W01636,10,10,21.13,23,15.93,17,4.85,51.52
W01637,-1,13,19.88,19,13.64,14,1.24,65.21
W01638,-1,18,13.76,13,11.17,17,8.04,47.52
W01639,-1,9,15.96,18,13.88,21,12.54,47.62
W01640,-1,23,13.77,13,11.66,9,11.42,53.02
W01641,2,2,24.2,18,21.5,3,3.29,47.69
W01642,-1,0,26.34,1,15.2,18,8.2,42.41
W01643,-1,1,24.33,9,15.66,22,5.77,45.14
W01644,2,2,26.38,9,20.87,7,11.72,41.03
W01645,-1,15,18.52,23,15.27,17,9.47,37.95
W01646,1,1,39.27,0,7.34,7,5.15,48.24
W01647,-1,13,16.76,22,10.24,3,9.49,44.47
W01648,2,2,25.93,8,14.16,1,13.25,41.47
W01649,-1,22,13.33,24,12.26,2,12.17,45.07
W01650,-1,15,20.7,7,13.85,5,7.1,47.96
W01651,22,22,36.22,3,13.74,20,3.33,37.43
W01652,-1,17,28.94,8,17.44,10,1.68,51.59
W01653,17,17,33.13,8,10.43,3,8.7,44.52
W01654,2,2,36.03,24,7.64,20,4.09,48.28
W01655,-1,18,29.76,4,8.18,14,4.5,57.17
W01656,3,3,31.93,20,17.68,21,1.04,48.21
W01657,-1,18,11.43,24,11.38,23,8.22,39.38
W01658,7,7,29.92,0,23.11,3,4.11,42.34
W01659,9,9,29.38,20,23.18,11,4.59,39.97
W01660,3,3,44.75,19,4.08,0,0.0,51.17
W01661,7,7,27.84,23,19.57,0,0.0,52.59
W01662,23,23,43.36,0,0.0,22,0.0,56.64
W01663,7,7,43.18,3,4.91,14,4.03,43.6
W01664,-1,22,16.41,4,16.14,17,9.38,44.2
W01665,5,5,30.57,23,14.08,7,6.73,45.65
W01667,0,0,32.53,6,15.72,11,4.27,43.13
W01668,-1,23,20.27,20,13.19,13,7.29,46.02
W01669,-1,3,20.34,1,10.34,9,9.07,50.09
W01670,-1,3,17.65,15,14.72,7,5.5,45.63
W01671,2,2,27.19,8,12.62,17,5.98,48.26
W01672,-1,2,17.81,0,12.97,3,8.95,54.95
W01673,-1,6,20.26,15,18.88,14,6.37,37.38
W01674,-1,22,36.47,13,6.87,5,2.94,51.99
W01675,7,10,23.54,7,14.94,19,10.83,43.86
W01676,9,9,30.86,17,8.99,12,7.77,46.67
W01677,-1,9,21.17,1,7.85,17,7.31,41.73
W01678,0,0,25.24,14,9.13,2,6.73,46.16
W01679,-1,1,27.29,8,11.52,5,8.73,52.42
W01680,12,12,38.39,11,9.0,8,4.14,47.81
W01681,-1,7,23.88,12,19.81,10,10.93,42.14
W01682,-1,7,15.05,0,13.25,8,12.43,37.7
W01683,-1,7,19.44,21,14.8,17,6.74,45.35
W01684,-1,15,22.1,6,13.08,24,7.61,57.21
W01687,-1,20,30.84,5,12.83,23,1.67,54.47
W01688,-1,0,18.78,5,16.28,8,9.45,42.87
W01689,1,9,17.03,20,14.13,1,7.98,52.0
W01690,5,5,30.55,1,7.69,0,0.0,61.76
W01691,1,1,53.64,8,3.99,0,0.0,42.38
W01692,-1,9,34.42,23,9.49,0,0.0,56.09
W01693,-1,13,19.09,8,18.41,0,5.3,53.65
W01694,-1,9,24.11,24,18.0,15,5.24,50.11
W01695,-1,5,13.23,8,9.39,14,5.45,69.46
W01696,8,8,36.47,14,12.32,0,0.0,51.21
W01697,1,1,32.59,7,6.73,9,5.77,41.03
W01698,3,3,21.99,2,12.89,16,5.58,51.12
W01699,3,2,31.86,3,9.88,20,5.63,52.63
W01700,-1,1,25.76,5,13.44,20,8.49,45.32
W01701,0,0,44.52,18,6.15,22,5.93,37.78
W01702,10,10,30.08,23,20.02,21,1.62,46.71
W01703,1,1,35.96,16,8.13,8,2.75,45.59
W01704,2,2,21.98,20,10.0,21,6.45,56.35
W01705,-1,8,21.15,2,14.26,22,7.33,52.25
W01706,-1,1,15.07,15,11.01,7,9.33,44.6
W01707,9,9,33.71,15,13.49,24,1.2,50.43
W01708,-1,13,16.65,1,15.73,10,12.39,41.98
W01709,1,1,53.52,8,0.33,0,0.0,46.15
W01710,6,6,52.96,20,6.23,19,3.8,37.0
W01711,-1,10,23.01,3,11.04,18,7.73,56.38
W01712,1,1,17.82,5,9.97,8,7.79,64.42
W01713,-1,5,16.65,3,16.0,24,4.8,60.44
W01714,-1,6,25.21,15,10.2,9,4.43,47.6
W01715,3,3,37.79,23,8.19,24,2.14,51.88
W01716,1,1,34.8,6,22.73,15,2.78,39.69
W01717,-1,4,29.19,17,11.92,1,8.11,39.4
W01718,8,8,36.96,16,9.6,17,8.59,44.85
W01719,-1,4,42.62,23,1.42,0,0.0,55.96
W01720,10,13,13.21,17,10.89,9,10.68,50.09
W01721,-1,24,13.6,8,7.47,11,5.93,55.56
W01722,0,0,32.66,3,12.52,22,0.0,54.81
W01723,17,17,23.52,5,12.56,22,5.94,41.35
W01724,1,1,39.82,7,16.57,6,1.69,41.92
W01725,6,1,16.4,6,14.29,15,8.77,36.83
W01726,-1,4,20.75,2,13.24,12,13.05,40.03
W01727,-1,10,23.56,23,7.99,22,7.67,39.37
W01728,-1,4,28.9,18,8.51,22,4.74,42.36
W01729,-1,20,13.64,18,12.18,1,9.25,57.7
W01730,-1,4,20.59,22,13.27,1,6.34,43.09
W01731,-1,11,19.12,17,8.3,14,6.28,46.84
W01732,2,2,40.7,4,12.79,22,0.87,45.64
W01733,3,3,29.88,20,12.28,19,8.29,39.23
W01734,11,11,32.72,9,17.4,5,4.85,37.33
W01735,6,6,22.49,1,12.38,23,7.53,48.56
W01736,-1,0,11.35,3,10.87,18,9.04,56.77
W01737,-1,1,26.63,17,7.23,15,3.56,54.87
W01738,-1,0,30.73,19,6.51,3,6.5,46.69
W01739,2,2,21.97,20,12.51,3,9.33,40.78
W01740,10,10,21.62,9,19.18,11,5.06,50.32
W01741,11,11,29.53,14,11.52,1,8.27,41.53
W01742,5,5,33.73,6,16.48,0,0.0,49.79
W01743,15,15,41.0,7,9.44,1,4.38,45.19
W01744,-1,1,23.84,9,9.04,20,5.4,56.15
W01745,-1,9,20.62,2,9.65,20,8.05,42.7
W01746,18,18,36.44,22,12.19,20,7.98,43.08
W01747,14,14,35.86,22,8.43,8,7.88,44.62
W01748,-1,1,34.76,7,6.69,14,5.07,46.71
W01749,24,24,39.94,9,15.17,12,1.34,43.55
W01750,1,1,19.04,8,11.88,23,11.1,48.23
W01751,5,4,19.13,5,16.94,0,0.0,63.92
W01752,-1,6,25.38,23,19.06,15,10.32,40.59
W01753,1,12,20.27,1,15.82,19,10.28,49.0
W01754,10,1,19.2,6,10.07,14,8.22,46.34
W01755,1,1,25.69,6,14.18,23,7.24,45.83
W01756,-1,18,23.88,6,10.62,4,8.38,50.32
W01757,-1,1,18.06,2,14.84,15,13.49,47.62
W01758,4,4,20.62,9,11.07,2,6.63,49.58
W01759,-1,21,21.51,10,10.66,14,8.74,51.05
W01760,1,1,20.94,15,15.6,23,3.54,57.34
W01761,19,19,32.72,1,11.48,0,0.0,55.79
W01762,1,1,33.03,19,4.36,8,4.29,56.46
W01763,0,13,23.74,0,18.26,5,6.86,50.38
W01764,3,3,31.25,18,8.99,0,6.28,49.42
W01765,-1,18,25.04,1,17.79,19,8.48,47.63
W01766,12,12,19.77,23,19.04,6,8.98,47.72
W01767,-1,18,29.43,21,12.99,9,5.24,51.08
W01768,1,1,35.16,22,11.64,21,5.13,46.21
W01769,2,2,34.52,8,7.73,4,6.22,47.89
W01770,13,13,36.42,2,4.29,21,3.68,48.79
W01771,0,0,30.47,18,16.32,3,1.91,51.3
W01772,4,4,19.05,18,12.38,3,10.78,50.39
W01773,-1,4,21.12,12,8.71,13,6.3,48.39
W01774,-1,19,29.31,18,5.81,2,4.97,53.87
W01775,0,0,37.17,21,9.14,13,3.15,48.44
W01776,-1,12,16.66,19,13.08,18,11.61,51.11
W01777,-1,19,26.37,21,21.47,3,0.93,51.23
W01778,7,7,20.05,3,13.28,17,10.02,49.09
W01779,-1,19,16.13,7,11.96,8,8.71,52.53
W01780,7,7,57.97,0,0.0,22,0.0,42.03
W01781,0,0,33.07,9,6.99,3,6.91,42.31
W01782,-1,21,11.67,1,8.25,15,6.91,58.53
W01783,18,10,24.75,12,9.35,19,5.83,53.9
W01784,4,4,36.97,19,6.1,1,4.01,50.75
W01785,-1,5,22.06,13,19.49,21,8.88,47.96
W01786,-1,18,9.93,0,5.85,10,5.46,49.81
W01787,1,1,42.52,6,5.52,21,2.1,49.52
W01788,13,23,17.92,13,15.87,4,8.47,57.73
W01789,0,0,24.81,1,17.45,15,6.3,48.64
W01790,-1,15,12.06,4,11.81,7,10.89,47.0
W01791,-1,4,17.03,11,14.43,7,12.04,43.88
W01792,-1,15,27.5,13,21.46,5,4.82,39.52
W01793,12,12,34.99,11,17.77,22,0.0,47.25
W01794,2,2,30.75,8,17.57,4,3.23,46.59
W01795,3,3,28.89,9,15.79,0,0.0,55.32
W01796,18,18,31.98,19,10.25,7,6.51,49.05
