work_id,assigned_topic_hard,top1_topic,top1_pct,top2_topic,top2_pct,top3_topic,top3_pct,unexplained_pct
W03911,3,22,17.63,3,15.82,10,9.71,46.69
W03913,-1,18,24.51,22,10.63,3,6.23,50.67
W03915,-1,22,12.18,19,11.89,5,8.15,55.71
W03916,-1,15,17.6,11,13.8,8,10.3,51.8
W03918,-1,12,18.49,23,10.87,13,9.21,48.97
W03919,21,21,26.97,11,10.07,23,9.36,49.08
W03920,18,18,20.87,21,12.21,22,11.34,55.58
W03921,-1,17,21.43,15,10.27,9,7.94,50.0
W03922,1,1,23.97,19,12.78,18,6.15,48.07
W03923,10,17,17.41,10,13.41,3,8.23,50.58
W03924,16,16,42.15,3,7.6,21,2.05,48.21
W03925,16,16,24.66,0,11.93,12,11.23,52.19
W03926,8,8,35.81,7,8.83,0,5.51,47.19
W03927,-1,1,18.83,0,18.29,5,8.39,45.76
W03937,-1,19,15.15,20,14.07,7,9.73,57.27
W03938,2,2,44.08,23,6.75,0,0.0,49.17
W03939,-1,19,25.21,20,17.44,1,7.62,49.42
W03940,-1,10,19.95,3,14.44,18,11.53,50.44
W03942,4,8,21.28,4,9.99,6,9.71,50.0
W03943,-1,0,18.44,15,15.01,4,11.24,48.35
W03944,-1,1,16.61,7,12.94,10,12.14,48.92
W03945,-1,1,18.98,16,8.17,2,6.56,53.8
W03946,1,1,28.17,9,14.77,19,5.23,51.76
W03947,14,14,29.99,22,12.83,12,2.17,53.19
W03948,-1,2,22.07,8,15.23,1,4.94,54.94
W03949,1,1,41.67,7,8.75,0,0.0,49.58
W03950,-1,0,24.45,20,8.71,7,7.22,49.58
W03951,-1,17,21.03,6,15.25,24,9.86,38.92
W03952,-1,14,23.98,3,11.31,5,8.37,48.06
W03953,24,24,50.38,15,9.48,22,0.0,40.14
W03954,-1,15,21.94,12,10.14,4,8.52,41.7
W03956,-1,3,15.39,22,11.97,6,6.19,49.9
W03957,-1,12,19.01,22,18.05,11,5.31,53.06
W03958,-1,2,15.13,18,13.42,21,7.32,55.55
W03959,-1,6,25.99,0,18.09,17,9.14,40.98
W03960,-1,17,24.54,10,13.48,8,10.54,45.25
W03961,-1,13,13.6,4,11.53,17,11.08,38.55
W03962,-1,0,31.9,18,14.06,22,5.77,46.86
W03963,-1,3,12.47,9,11.65,4,10.36,51.33
W03965,-1,24,29.51,19,20.14,23,10.08,40.27
W03966,-1,14,23.8,8,15.0,6,8.82,52.37
W03967,-1,20,23.09,23,17.23,2,6.83,46.85
W03969,16,16,30.89,22,17.55,18,5.46,43.12
W03970,-1,15,15.27,6,11.64,12,8.86,44.37
W03971,16,16,31.41,8,18.21,0,0.0,50.37
W03972,6,6,55.94,0,0.0,22,0.0,44.06
W03973,1,22,29.0,1,24.3,0,0.0,46.7
W03974,7,7,55.75,20,3.84,24,0.87,39.55
W03975,-1,15,27.3,24,10.28,0,7.28,55.14
W03976,4,4,15.7,22,14.74,18,14.2,41.77
W03977,-1,17,15.74,14,10.25,1,9.5,45.43
W03978,-1,5,19.74,0,16.85,19,10.48,51.25
W03979,-1,0,14.02,22,10.62,23,9.08,38.55
W03980,-1,7,23.87,1,21.65,5,4.39,44.9
W03981,-1,24,9.53,3,8.58,7,7.4,58.68
W03982,2,2,33.73,8,11.36,0,0.0,54.91
W03983,20,20,22.48,7,16.48,23,11.6,42.97
W03984,2,20,16.12,3,13.38,23,7.21,47.48
W03985,2,2,21.88,0,13.42,20,7.15,54.99
W03986,2,22,18.66,20,13.77,14,9.2,41.67
W03987,-1,0,26.17,3,11.45,1,8.85,41.3
W03988,-1,18,9.77,2,8.89,19,8.3,48.03
W03989,-1,0,12.72,3,10.66,1,10.44,48.0
W03990,-1,3,15.72,20,15.1,9,7.0,42.54
W03991,-1,1,16.12,10,14.39,18,7.2,44.2
W03992,-1,3,26.17,2,18.26,1,7.26,40.42
W03993,-1,10,20.75,1,18.85,20,12.94,42.38
W03994,2,2,37.13,20,7.61,5,5.19,46.57
W03995,-1,3,30.31,5,12.36,20,8.99,44.53
W03996,20,20,37.95,10,7.58,19,7.19,39.87
W03997,20,20,25.8,3,11.51,19,7.67,50.24
W03998,2,3,27.22,20,18.36,2,3.91,45.38
W03999,-1,22,14.46,18,9.83,10,7.55,39.91
W04000,7,7,40.19,4,13.71,17,5.79,40.31
W04001,23,23,37.49,9,18.77,0,0.0,43.74
W04002,-1,14,12.41,3,10.67,18,10.34,58.06
W04003,-1,1,25.92,24,10.18,13,6.6,48.3
W04005,-1,9,10.2,18,9.58,4,8.69,44.62
W04006,-1,3,19.74,22,10.94,9,9.74,53.53
W04007,19,19,56.39,0,0.0,22,0.0,43.61
W04008,-1,8,19.78,19,19.15,7,6.27,41.08
W04009,-1,1,26.4,9,19.38,23,9.73,44.49
W04010,3,3,24.26,20,11.17,6,10.97,50.68
W04011,-1,1,24.1,8,9.56,3,8.7,45.81
W04013,2,2,30.77,0,15.12,5,8.82,43.39
W04014,3,3,28.92,23,6.41,16,5.46,55.95
W04015,3,3,47.92,19,0.38,0,0.0,51.69
W04016,5,5,27.76,2,14.46,23,4.72,53.05
W04017,19,19,43.51,15,7.21,7,2.29,45.34
W04018,-1,20,36.31,19,16.37,0,0.0,47.32
W04019,-1,17,19.18,1,14.45,7,8.62,49.43
W04020,-1,20,16.69,23,15.15,5,9.39,48.91
W04021,-1,19,33.98,20,14.14,1,6.52,40.23
W04022,-1,6,17.59,23,14.31,5,14.04,42.6
W04024,-1,1,29.33,20,18.22,0,4.37,44.07
W04025,20,20,34.4,23,7.33,2,6.5,45.14
W04026,1,1,48.14,15,5.94,19,5.4,38.42
W04028,-1,1,29.09,23,28.16,0,0.0,42.75
W04029,4,4,28.51,22,7.92,6,6.5,47.34
W04030,-1,12,17.89,4,12.73,6,12.41,38.78
W04031,-1,16,18.34,1,12.91,18,5.0,57.21
W04032,6,6,52.31,12,5.74,21,0.37,41.58
W04033,-1,0,26.95,8,24.38,11,1.45,47.22
W04034,7,7,42.28,17,8.61,6,5.3,39.53
W04035,-1,0,15.84,1,10.38,3,7.52,66.25
W04036,-1,2,21.55,20,15.09,21,10.17,49.66
W04037,7,24,24.57,7,21.74,2,7.12,42.78
W04038,8,8,29.35,18,11.81,22,3.18,49.89
W04039,2,2,38.78,3,5.98,0,4.95,46.06
W04040,2,0,25.38,11,14.1,20,9.89,45.96
W04041,2,2,31.08,11,9.85,9,5.9,49.47
W04042,-1,2,12.43,9,10.96,20,9.42,41.96
W04043,15,15,26.58,0,14.43,4,6.69,43.9
W04045,-1,2,14.33,19,10.51,12,8.32,52.51
W04046,4,4,17.33,6,13.63,22,12.06,42.96
W04047,2,2,37.56,8,9.41,24,4.62,46.69
W04048,11,11,39.7,9,7.91,8,1.4,50.99
W04049,2,2,43.26,3,11.57,9,4.12,41.05
W04050,-1,9,19.01,5,12.09,24,10.16,52.85
W04051,-1,16,24.24,8,21.87,11,4.47,49.42
W04052,-1,10,14.13,20,9.25,5,7.32,53.83
W04053,2,2,32.32,8,10.01,5,4.66,50.34
W04054,3,3,25.61,5,23.02,0,0.0,51.37
W04055,2,2,22.38,19,11.49,20,5.85,45.03
W04056,-1,4,20.45,14,17.38,11,6.33,49.66
W04057,-1,17,32.36,21,11.18,0,9.24,46.86
W04058,11,11,35.42,22,9.75,9,7.3,47.54
W04060,1,1,30.48,23,13.04,11,5.75,50.64
W04061,0,0,34.06,7,20.83,22,0.0,45.11
W04062,-1,10,18.48,15,11.49,7,6.74,55.91
W04063,-1,15,27.49,0,11.45,19,5.08,50.21
W04065,-1,17,24.19,4,15.65,6,7.88,46.13
W04066,1,1,19.75,15,10.71,17,9.81,44.23
W04067,17,17,57.04,23,1.83,16,0.39,40.74
W04068,0,0,43.59,6,13.3,22,0.0,43.11
W04069,-1,23,27.22,2,12.78,20,10.65,43.44
W04070,-1,20,13.56,19,13.47,0,9.89,42.27
W04071,-1,6,20.49,15,14.25,0,11.12,42.01
W04072,2,7,21.52,2,17.32,8,6.38,50.88
W04076,1,1,46.62,0,0.0,22,0.0,53.38
W04077,-1,4,21.45,13,11.32,14,6.17,59.66
W04078,-1,2,8.52,11,7.48,1,6.47,50.74
W04079,-1,10,27.82,3,11.86,2,7.85,45.48
W04080,-1,1,15.09,19,12.5,18,11.74,43.69
W04081,-1,3,26.1,2,7.62,5,5.69,41.97
W04082,1,1,19.87,20,12.32,18,10.32,49.34
W04083,1,1,37.37,15,14.73,17,8.2,35.65
W04084,-1,1,18.42,17,10.07,2,8.46,40.18
W04085,-1,0,22.24,8,7.46,20,5.26,48.63
W04086,-1,2,22.56,1,18.38,0,8.76,37.17
W04087,-1,7,23.84,20,14.23,1,9.22,42.47
W04088,4,22,18.69,18,17.37,17,5.09,42.21
W04089,-1,9,13.55,1,12.9,2,7.53,55.29
W04090,-1,16,26.44,1,11.92,17,5.68,45.27
W04091,4,4,47.35,21,4.79,19,1.9,45.8
W04093,-1,14,23.29,16,13.48,19,6.23,54.14
W04094,-1,4,21.51,14,17.35,18,16.39,40.85
W04095,-1,9,18.43,18,16.17,17,8.6,51.76
W04096,-1,18,12.18,16,7.92,0,7.9,45.14
W04097,-1,18,11.64,19,7.87,21,7.21,58.65
W04098,-1,16,20.39,11,4.94,12,4.5,64.06
W04099,-1,9,14.58,12,7.11,13,6.39,59.86
W04100,-1,6,24.93,17,13.81,0,4.33,51.01
W04101,4,4,37.58,9,5.2,5,2.72,49.1
W04102,1,1,24.77,19,15.07,4,6.01,46.13
W04103,-1,10,17.3,24,9.44,14,9.04,49.84
W04104,-1,0,20.05,18,14.6,1,7.95,51.99
W04105,-1,1,30.54,14,11.9,8,3.77,52.15
W04106,-1,3,17.4,13,12.78,5,6.92,51.05
W04107,3,3,24.86,6,15.68,22,9.62,40.46
W04108,18,18,32.29,3,6.96,14,4.57,48.82
W04110,-1,9,25.73,23,15.68,3,4.05,54.54
W04111,0,0,29.11,3,9.56,14,8.61,49.14
W04112,-1,23,20.4,21,9.07,8,7.38,47.46
W04113,-1,1,17.56,6,13.83,10,8.74,50.49
W04114,-1,5,21.41,8,14.77,23,6.42,57.41
W04115,-1,5,21.39,8,13.38,0,6.69,51.67
W04116,-1,13,21.48,18,9.86,0,6.52,48.94
W04117,23,23,41.86,13,6.6,15,1.37,48.87
W04118,-1,13,19.89,9,8.26,14,7.68,55.89
W04119,1,1,30.32,0,10.87,10,9.75,44.12
W04120,-1,0,20.4,1,15.13,11,12.2,42.49
W04122,0,0,50.39,22,0.0,21,0.0,49.61
W04123,0,0,33.76,13,11.92,18,2.96,51.36
W04124,0,0,33.01,7,17.37,1,4.64,44.98
W04125,7,1,24.8,5,10.37,0,9.45,54.23
W04126,8,8,33.86,1,17.16,0,0.0,48.98
W04127,7,7,41.05,17,9.5,23,4.51,44.93
W04129,10,10,35.65,21,23.43,0,0.0,40.92
W04130,1,1,17.24,19,9.85,18,3.81,61.59
W04131,0,0,35.21,1,13.35,19,2.04,48.86
W04132,-1,8,22.71,21,11.88,12,10.13,49.5
W04133,-1,8,19.51,17,11.32,19,11.28,46.66
W04134,19,19,36.83,8,14.02,0,0.0,49.15
W04135,2,2,27.63,13,16.82,5,5.0,50.55
W04136,4,4,40.22,18,6.61,3,4.65,43.65
W04137,-1,12,20.96,11,15.91,24,11.8,48.9
W04138,-1,15,12.07,5,11.64,9,9.86,48.72
W04139,-1,22,17.49,4,10.77,15,8.17,50.73
W04140,14,14,19.51,0,12.32,7,7.65,52.0
W04141,15,15,45.03,22,9.47,8,2.29,41.99
W04142,6,6,46.02,3,5.26,22,0.24,48.48
W04143,14,14,36.12,8,24.81,9,0.74,37.67
W04144,3,3,36.66,4,7.57,23,2.75,52.21
W04145,2,2,24.41,8,19.3,23,10.52,45.76
W04146,-1,18,17.06,9,13.19,22,9.93,46.9
W04147,-1,1,16.19,2,11.19,15,8.41,50.54
W04148,6,6,35.6,9,10.39,16,4.81,46.15
W04150,-1,9,16.12,3,15.61,13,11.13,49.9
W04151,6,6,24.95,0,12.65,23,7.64,49.55
W04152,0,0,24.8,23,14.88,21,8.77,39.78
W04153,15,15,41.58,4,10.39,19,3.8,41.06
W04154,-1,15,14.63,19,12.67,6,10.87,48.92
W04155,-1,20,26.71,23,22.27,1,4.42,42.29
W04156,2,2,25.3,20,13.15,18,10.4,45.77
W04157,3,3,27.64,0,12.11,20,7.37,49.33
W04158,3,3,26.61,22,13.05,9,5.68,54.2
W04159,-1,0,27.83,23,5.16,24,5.15,57.04
W04161,10,10,29.25,18,7.38,11,5.83,52.07
W04162,-1,6,18.65,12,11.74,11,9.3,49.27
W04163,4,4,39.07,12,5.22,11,3.32,49.67
W04164,-1,17,27.03,18,15.96,9,3.48,46.28
W04165,-1,4,26.03,15,11.16,9,6.54,52.53
W04166,13,13,16.95,2,12.97,9,11.07,51.49
W04168,13,13,38.19,4,7.05,15,3.81,50.96
W04169,-1,4,34.83,12,11.15,3,9.33,41.25
W04170,4,4,39.61,22,21.91,13,0.92,36.42
W04171,-1,15,14.81,12,13.81,9,6.29,60.77
W04172,4,4,27.02,13,6.33,23,5.94,48.46
W04173,-1,6,12.83,0,12.75,12,10.96,42.54
W04174,22,22,19.93,18,15.37,21,3.43,59.08
W04175,-1,1,19.96,13,15.47,4,10.46,39.57
W04176,3,3,39.61,8,2.65,24,0.41,57.34
W04177,-1,0,33.87,3,5.94,24,5.12,45.5
W04178,-1,11,17.64,15,15.65,7,11.15,40.88
W04179,18,18,12.9,13,10.61,6,10.32,47.39
W04180,-1,0,21.56,6,17.46,15,7.08,42.98
W04181,0,0,26.48,1,18.06,19,10.22,45.24
W04182,0,0,32.14,15,22.97,22,0.0,44.89
W04183,0,0,46.59,14,2.64,22,0.0,50.76
W04184,0,11,24.49,0,16.35,3,8.75,48.36
W04185,-1,4,20.4,7,15.16,10,8.0,48.27
W04186,-1,16,13.56,2,12.92,0,7.72,49.26
W04187,-1,22,23.53,9,11.73,2,7.8,51.48
W04188,1,1,27.87,8,10.03,16,9.38,52.71
W04189,4,11,10.73,4,10.59,6,8.34,53.16
W04190,-1,0,15.15,15,12.03,6,7.18,46.97
W04191,-1,5,20.83,1,8.29,8,7.22,45.77
W04192,-1,20,26.94,3,15.81,0,13.3,43.95
W04193,7,5,17.85,10,15.82,19,10.75,47.54
W04194,22,22,52.7,15,2.58,20,1.97,38.41
W04195,-1,4,26.67,7,14.13,21,5.34,46.85
W04196,-1,4,37.27,2,7.05,9,2.22,51.27
W04197,2,2,20.6,9,13.04,5,3.68,62.68
W04198,-1,0,17.99,3,10.75,7,10.62,45.47
W04199,-1,9,14.49,14,10.82,17,5.17,63.33
W04200,5,5,40.11,18,5.69,19,2.59,51.61
W04201,15,15,33.2,1,12.05,3,7.24,43.19
W04202,2,2,24.96,18,9.23,22,9.14,54.78
W04203,-1,24,10.59,23,10.5,18,8.5,51.88
W04204,3,3,35.83,18,14.33,0,0.0,49.84
W04205,-1,23,17.03,19,13.3,2,12.44,43.58
W04206,-1,1,19.4,6,14.5,22,9.36,42.98
W04207,-1,5,11.39,8,11.0,14,8.38,47.54
W04208,-1,18,22.89,14,14.91,3,4.68,52.82
W04209,-1,22,23.93,18,21.4,10,8.05,41.74
W04210,-1,0,13.48,1,11.86,14,10.72,50.28
W04211,-1,15,28.39,4,11.57,9,8.62,51.41
W04212,-1,0,17.24,15,10.78,1,8.71,52.04
W04213,-1,23,34.79,3,9.56,20,9.01,44.77
W04214,9,9,28.66,0,16.35,3,10.0,44.96
W04215,2,2,26.63,1,10.67,18,7.54,41.47
W04216,3,3,26.36,9,5.87,11,5.17,46.59
W04217,10,10,27.26,7,11.18,11,8.21,41.86
W04218,3,3,18.7,9,11.77,4,7.24,55.32
W04219,-1,17,17.57,0,11.36,11,7.52,49.47
W04221,3,18,13.53,23,10.69,3,9.79,56.2
W04226,-1,20,13.08,7,12.88,19,9.69,39.82
W04227,-1,20,11.95,0,11.23,18,10.32,42.57
W04228,2,2,50.85,7,5.44,20,3.42,39.59
W04229,-1,18,31.71,6,6.36,13,6.13,48.87
W04230,-1,0,17.93,14,16.39,17,10.18,42.89
W04231,-1,20,19.03,3,7.1,17,6.2,56.04
W04232,-1,3,16.41,5,13.89,23,10.46,46.08
W04233,20,3,12.08,20,10.29,23,10.27,53.28
W04234,-1,3,26.12,7,5.12,16,4.64,59.4
W04235,20,20,28.55,8,15.65,1,11.61,44.19
W04236,-1,1,15.31,24,10.23,10,10.14,59.72
W04237,8,8,58.23,0,0.0,22,0.0,41.77
W04238,8,8,43.12,6,10.8,23,4.86,41.21
W04239,24,24,39.01,20,21.01,8,1.47,38.5
W04241,-1,16,18.12,14,18.05,17,8.63,45.8
W04242,10,10,37.7,7,12.69,23,3.29,43.76
W04243,4,4,29.82,18,14.16,21,6.94,39.12
W04244,-1,4,17.55,13,13.66,22,12.62,47.88
W04245,-1,4,17.03,13,13.79,22,12.82,47.9
W04246,17,17,22.8,10,10.68,21,8.4,39.14
W04247,-1,12,18.48,4,15.92,22,12.13,41.23
W04248,22,22,39.71,0,5.23,21,0.0,55.06
W04250,-1,13,25.4,1,12.11,3,7.28,47.26
W04251,-1,3,20.19,2,15.51,14,8.81,48.52
W04252,0,0,39.4,1,17.04,15,2.81,40.3
W04253,-1,2,21.73,9,11.44,11,7.36,51.64
W04254,1,1,32.3,19,18.63,17,2.33,44.6
W04255,-1,10,28.14,9,16.03,0,8.2,47.63
W04256,0,0,26.04,17,11.65,1,5.78,51.08
W04257,-1,3,17.99,16,4.69,21,3.7,68.19
W04258,9,9,24.21,20,12.66,15,6.51,52.01
W04259,20,20,44.74,7,17.24,23,2.15,35.88
W04260,-1,16,16.64,2,16.27,3,10.33,48.55
W04261,-1,3,18.61,24,11.48,7,9.23,50.2
W04262,-1,11,11.61,15,8.72,24,8.66,58.78
W04263,-1,5,13.44,6,12.19,17,9.67,45.13
W04264,-1,20,22.63,16,11.73,23,5.66,52.9
W04265,10,10,52.33,0,0.0,22,0.0,47.67
W04266,-1,0,31.53,9,19.59,18,1.11,47.77
W04267,0,0,41.95,11,5.27,12,4.78,47.3
W04268,-1,0,24.15,18,11.24,20,4.04,57.42
W04269,12,12,31.7,2,8.48,5,7.55,46.49
W04270,-1,0,26.16,2,17.39,3,6.15,39.14
W04271,-1,15,15.6,20,13.01,0,5.01,48.11
W04272,0,0,45.52,22,0.0,21,0.0,54.48
W04273,0,0,48.03,19,9.74,22,0.0,42.23
W04275,11,11,32.44,0,7.05,24,2.35,54.24
W04276,-1,6,21.5,18,8.77,20,8.08,42.59
W04277,3,19,17.18,3,15.23,23,14.56,50.07
W04278,-1,1,42.67,20,6.13,19,0.26,50.94
W04279,19,19,30.48,20,8.43,2,4.27,52.52
W04280,9,9,33.07,20,6.22,0,0.0,60.72
W04281,3,3,28.86,6,16.76,2,8.46,42.65
W04282,1,1,20.47,6,10.98,0,9.35,48.79
W04283,-1,1,22.65,9,12.2,20,11.41,49.49
W04284,17,17,26.62,5,10.61,20,5.21,51.92
W04287,-1,4,17.61,0,10.21,23,6.86,53.3
W04288,-1,10,25.03,9,17.83,23,6.26,45.22
W04289,-1,7,24.0,8,20.0,15,10.19,45.81
W04290,8,8,30.54,3,9.37,16,5.93,46.49
W04291,5,5,40.26,21,6.68,18,4.54,48.52
W04292,0,0,26.93,9,21.16,22,0.0,51.9
W04293,-1,20,21.57,0,12.22,13,7.38,48.8
W04294,0,0,46.09,19,3.87,3,2.14,47.9
W04295,10,10,45.76,13,9.95,0,0.0,44.29
W04296,1,1,49.41,10,2.64,0,0.0,47.95
W04297,9,9,37.41,20,9.64,21,1.63,51.32
W04298,9,9,26.01,22,17.09,4,4.03,52.7
W04299,-1,15,9.72,23,9.17,24,8.33,63.27
W04300,22,22,17.2,21,16.77,12,6.89,51.01
W04301,17,17,29.78,9,15.75,0,0.0,54.48
W04302,-1,6,20.47,9,15.99,18,10.33,41.54
W04303,-1,15,10.5,6,9.98,4,8.52,51.69
W04304,17,17,34.61,22,10.58,1,6.09,40.16
W04305,24,24,50.94,21,3.36,12,1.09,43.61
W04306,-1,11,10.7,16,8.06,4,7.83,43.22
W04307,9,9,36.88,18,7.56,21,6.71,44.21
W04308,16,16,44.16,18,5.17,3,1.94,48.73
W04309,0,0,46.19,3,4.29,22,0.0,49.52
W04310,16,16,39.23,14,20.74,0,0.0,40.03
W04311,-1,18,12.79,21,9.58,9,9.04,53.97
W04312,7,7,32.05,6,21.15,21,3.62,43.18
W04313,-1,14,27.27,3,10.97,13,5.18,51.32
W04314,-1,16,18.7,12,12.51,22,8.16,42.42
W04315,-1,13,36.33,18,17.17,16,2.36,41.49
W04316,-1,15,21.37,0,9.05,23,8.67,53.19
W04317,7,7,38.74,0,14.1,20,3.49,43.59
W04318,10,0,19.4,4,12.33,17,6.9,50.44
W04319,-1,4,23.13,3,12.5,20,6.22,43.55
W04320,11,11,35.18,22,19.84,9,0.33,44.58
W04321,-1,4,26.06,11,15.51,12,5.52,52.9
W04322,4,4,21.84,8,16.43,21,15.53,44.56
W04323,-1,9,21.28,11,12.71,18,7.98,45.97
W04324,4,12,25.7,4,18.03,13,8.68,45.33
W04325,5,5,22.74,18,9.01,4,4.64,54.35
W04326,2,20,26.0,2,19.66,3,7.65,46.69
W04327,12,13,21.23,12,15.19,18,11.9,47.73
W04328,19,19,53.99,18,5.42,21,2.57,38.02
W04329,2,2,19.05,19,13.38,23,11.43,48.75
W04330,3,3,16.77,24,10.37,2,8.95,48.6
W04331,-1,19,22.49,18,8.13,24,7.49,61.23
W04332,-1,13,23.07,23,12.52,12,6.18,47.13
W04333,2,4,30.59,2,17.46,24,3.81,48.14
W04334,1,1,31.22,19,6.82,15,5.77,50.94
W04335,9,9,32.56,22,10.09,13,3.61,53.74
W04336,-1,5,23.71,13,8.35,17,5.69,39.29
W04337,-1,13,25.14,12,12.8,4,11.57,37.6
W04338,-1,18,18.57,1,12.66,10,11.24,51.07
W04339,13,13,25.21,18,10.13,21,8.7,39.97
W04340,-1,9,21.75,14,7.61,8,5.64,58.79
W04341,4,4,35.77,12,8.82,22,6.6,48.05
W04342,3,19,20.79,13,17.0,18,7.92,49.0
W04343,-1,2,13.26,19,12.14,6,10.4,39.58
W04344,15,15,42.2,20,5.39,14,4.56,43.82
W04345,-1,3,20.03,22,16.65,19,3.67,54.38
W04346,8,8,39.48,12,6.24,22,2.96,49.62
W04347,-1,12,13.57,3,10.96,11,9.16,48.57
W04348,2,23,24.19,2,20.99,8,3.73,48.89
W04349,9,9,32.14,4,6.89,22,2.4,57.02
W04350,3,3,28.0,13,11.76,22,5.72,54.52
W04351,11,11,38.53,5,8.74,4,4.3,48.43
W04352,11,11,26.92,14,15.23,4,10.37,47.49
W04353,-1,1,24.71,15,23.28,22,7.25,40.58
W04354,1,1,29.88,11,18.18,17,13.82,38.12
W04355,6,6,41.6,4,14.2,19,5.3,38.9
W04356,7,7,35.48,22,13.65,12,10.88,39.69
W04357,-1,17,14.49,4,12.45,16,9.78,39.44
W04358,-1,7,18.89,13,15.32,19,7.55,49.64
W04359,17,17,40.77,0,8.46,22,0.0,50.77
W04360,-1,4,26.22,18,12.73,0,6.27,54.65
W04361,8,8,34.25,24,13.71,22,7.16,43.3
W04362,15,15,50.81,21,4.75,17,2.24,40.24
W04363,-1,9,21.14,23,8.99,20,7.52,62.35
W04364,1,1,51.29,0,4.31,7,1.64,42.76
W04365,4,4,44.78,15,3.54,2,0.6,51.08
W04366,-1,11,26.76,2,12.14,5,11.32,47.65
W04367,0,0,55.0,5,1.51,22,0.0,43.49
W04368,11,11,54.35,0,0.0,22,0.0,45.65
W04369,12,12,30.59,4,14.88,24,3.57,45.78
W04370,0,0,17.27,7,12.96,12,10.64,39.12
W04371,12,4,20.39,12,20.15,23,5.58,48.15
W04372,12,12,23.39,11,14.22,20,11.19,48.26
W04373,17,17,31.19,12,18.81,6,5.37,38.89
W04374,12,12,58.09,18,2.91,22,0.0,39.0
W04375,-1,4,15.81,6,15.3,12,12.65,45.93
W04376,6,6,27.66,12,12.31,23,10.11,43.72
W04377,-1,12,29.83,1,11.26,6,10.69,42.93
W04378,-1,0,19.12,4,14.29,13,9.1,47.83
W04379,-1,12,17.29,9,13.93,18,10.58,50.77
W04380,-1,9,12.71,24,10.33,12,9.82,46.78
W04381,-1,12,18.14,4,8.91,22,6.8,56.54
W04382,-1,12,21.08,17,11.01,7,10.56,39.71
W04383,-1,7,28.2,13,12.9,12,6.71,41.39
W04385,-1,22,11.34,10,9.84,4,9.46,40.25
W04386,12,12,20.78,2,15.64,6,10.83,46.91
W04387,14,14,21.05,21,15.22,11,8.39,54.54
W04388,12,12,48.95,21,6.24,13,1.82,39.98
W04389,9,9,28.74,6,16.99,13,10.5,41.51
W04390,12,12,40.1,8,12.23,4,2.06,45.61
W04391,12,12,45.5,19,4.47,23,4.17,45.86
W04392,1,1,41.18,12,10.13,5,6.55,42.14
W04393,17,17,50.43,11,6.31,0,0.0,43.26
W04394,-1,11,24.23,12,13.78,8,7.01,53.79
W04395,-1,5,15.24,9,14.6,12,11.75,53.87
W04396,8,8,35.79,1,10.63,13,0.88,52.69
W04397,9,9,27.46,17,10.42,14,6.52,51.43
W04398,-1,12,26.47,17,7.7,11,4.62,50.65
W04400,-1,4,13.97,17,13.07,3,11.93,47.5
W04401,2,2,25.12,11,22.26,14,2.98,48.27
W04402,2,11,20.62,5,10.13,9,5.95,51.07
W04403,17,17,27.37,10,13.32,0,12.68,40.55
W04404,12,12,29.01,22,12.09,23,7.02,44.9
W04405,12,12,27.98,24,10.23,11,5.61,51.93
W04406,22,22,28.11,2,24.93,0,0.0,46.96
W04407,24,24,40.69,21,10.07,1,5.68,43.57
W04408,-1,15,16.54,18,15.09,22,13.52,38.74
W04409,16,16,42.16,4,9.81,11,1.86,44.88
W04410,-1,4,19.48,15,18.66,23,14.57,42.6
W04411,-1,14,20.41,12,12.85,24,7.44,45.69
W04412,-1,0,15.22,12,13.46,4,13.18,49.08
W04414,12,12,51.06,6,5.88,8,1.14,41.93
W04415,12,12,43.69,23,8.5,22,0.0,47.81
W04416,-1,12,14.17,24,10.55,11,9.5,44.9
W04417,-1,0,17.18,17,16.17,11,15.67,48.21
W04418,-1,13,18.4,18,11.03,23,9.31,54.05
W04419,-1,11,25.59,5,17.13,2,2.24,53.62
W04420,-1,12,13.85,8,9.99,9,5.85,54.11
W04421,5,5,28.69,9,9.25,22,6.88,55.01
W04422,0,9,24.29,18,9.31,1,5.79,55.44
W04423,-1,10,14.51,24,10.38,9,6.78,55.19
W04425,-1,6,24.1,7,7.6,23,6.75,45.27
W04427,-1,6,17.24,1,16.25,4,10.84,46.57
W04428,11,11,31.33,7,24.07,0,0.0,44.6
W04429,-1,0,23.8,1,10.55,4,9.98,47.06
W04431,-1,4,24.05,1,18.83,11,7.32,47.51
W04432,11,11,27.95,12,19.29,4,4.62,47.14
W04433,19,19,39.35,20,8.23,17,5.29,45.05
W04434,1,1,26.38,10,22.76,11,3.33,44.75
W04435,0,0,33.76,7,19.81,22,0.0,46.43
W04436,1,1,26.57,21,9.03,11,8.79,43.65
W04437,-1,1,24.14,0,11.99,14,7.99,47.93
W04438,8,8,35.38,11,14.89,20,1.53,48.2
W04439,-1,10,25.09,0,7.16,1,6.22,51.3
W04440,1,1,21.74,7,14.61,19,7.04,49.75
W04441,-1,1,21.22,11,17.09,12,10.53,40.22
W04442,11,11,28.6,19,12.69,12,6.94,43.15
W04443,6,6,55.13,0,0.0,22,0.0,44.87
W04444,19,19,42.34,23,5.7,14,4.2,43.08
W04445,3,3,20.62,10,14.93,20,4.41,56.15
W04446,-1,18,17.4,24,10.52,10,9.34,44.94
W04447,23,23,12.53,15,10.84,6,10.15,37.14
W04448,-1,15,25.44,2,18.57,6,6.01,48.07
