work_id,poet_id,작가,책 제목,출판사,시리즈,번호,출판년도,작품 제목,등단년도,등단매체,등단매체_정규화,등단경로,등단장르,어절수
W02681,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,자유의지,1998,시와사상 신인상,시와사상,신인상,시,100
W02682,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,한계,1998,시와사상 신인상,시와사상,신인상,시,95
W02684,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,당신과 그것,1998,시와사상 신인상,시와사상,신인상,시,157
W02687,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,고용,1998,시와사상 신인상,시와사상,신인상,시,84
W02688,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,물,1998,시와사상 신인상,시와사상,신인상,시,70
W02689,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,가족,1998,시와사상 신인상,시와사상,신인상,시,75
W02690,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,모닥불,1998,시와사상 신인상,시와사상,신인상,시,103
W02691,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,응시,1998,시와사상 신인상,시와사상,신인상,시,177
W02692,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,만남,1998,시와사상 신인상,시와사상,신인상,시,163
W02693,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,방,1998,시와사상 신인상,시와사상,신인상,시,58
W02694,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,참치,1998,시와사상 신인상,시와사상,신인상,시,40
W02695,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,하지 못한 말,1998,시와사상 신인상,시와사상,신인상,시,231
W02696,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,화근,1998,시와사상 신인상,시와사상,신인상,시,48
W02697,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,색청,1998,시와사상 신인상,시와사상,신인상,시,155
W02698,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,너로 인해,1998,시와사상 신인상,시와사상,신인상,시,113
W02700,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,마음,1998,시와사상 신인상,시와사상,신인상,시,211
W02701,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,강철보다 단단한 밤하늘을 별은 어떻게 운행하는가?,1998,시와사상 신인상,시와사상,신인상,시,244
W02702,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,어디까지가 자연인가?,1998,시와사상 신인상,시와사상,신인상,시,139
W02703,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,호위견,1998,시와사상 신인상,시와사상,신인상,시,143
W02704,P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,완제품,1998,시와사상 신인상,시와사상,신인상,시,71
W02705,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,칼맛과 살맛,1998,시와사상 신인상,시와사상,신인상,시,69
W02706,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,갑오징어와 을오징어,1998,시와사상 신인상,시와사상,신인상,시,76
W02707,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,짐과 집,1998,시와사상 신인상,시와사상,신인상,시,128
W02708,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,소식,1998,시와사상 신인상,시와사상,신인상,시,111
W02709,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,격군,1998,시와사상 신인상,시와사상,신인상,시,70
W02710,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,아픈 사람,1998,시와사상 신인상,시와사상,신인상,시,138
W02711,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,혼자 있는 사람과 아무도 없는 사람,1998,시와사상 신인상,시와사상,신인상,시,227
W02712,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,혼이 담긴 담배,1998,시와사상 신인상,시와사상,신인상,시,231
W02713,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,마음이,1998,시와사상 신인상,시와사상,신인상,시,124
W02714,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,홀로,1998,시와사상 신인상,시와사상,신인상,시,168
W02715,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,신혼여행,1998,시와사상 신인상,시와사상,신인상,시,250
W02716,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,영광된 하늘,1998,시와사상 신인상,시와사상,신인상,시,195
W02717,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,환상의 나라,1998,시와사상 신인상,시와사상,신인상,시,199
W02719,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,직립,1998,시와사상 신인상,시와사상,신인상,시,100
W02720,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,왼손이 하는 일을 오른손이 어떻게 알까?,1998,시와사상 신인상,시와사상,신인상,시,129
W02721,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,입과 손아귀,1998,시와사상 신인상,시와사상,신인상,시,29
W02722,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,저수지다운 사건,1998,시와사상 신인상,시와사상,신인상,시,159
W02723,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,장화 신고 묘지 가기,1998,시와사상 신인상,시와사상,신인상,시,146
W02726,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,진술서,1998,시와사상 신인상,시와사상,신인상,시,138
W02729,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,약속해야 한다면 이렇게,1998,시와사상 신인상,시와사상,신인상,시,207
W02730,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,집,1998,시와사상 신인상,시와사상,신인상,시,194
W02731,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,나를 찾는 사람들,1998,시와사상 신인상,시와사상,신인상,시,247
W02734,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,왕은 죽어서도……,1998,시와사상 신인상,시와사상,신인상,시,144
W02735,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,검은색 륙색 가방,1998,시와사상 신인상,시와사상,신인상,시,59
W02736,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,부산,1998,시와사상 신인상,시와사상,신인상,시,50
W02737,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,한창때,1998,시와사상 신인상,시와사상,신인상,시,40
W02738,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,진짜 시인,1998,시와사상 신인상,시와사상,신인상,시,120
W02739,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,정가,1998,시와사상 신인상,시와사상,신인상,시,92
W02740,P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,성깔 있는 개,1998,시와사상 신인상,시와사상,신인상,시,77
W02745,P0064,김언,모두가 움직인다,문학과지성사,문학과지성 시인선,431,2013,먼지,1998,시와사상 신인상,시와사상,신인상,시,93
W02747,P0064,김언,모두가 움직인다,문학과지성사,문학과지성 시인선,431,2013,이 용기의 용도를 모르겠다,1998,시와사상 신인상,시와사상,신인상,시,110
W02748,P0064,김언,모두가 움직인다,문학과지성사,문학과지성 시인선,431,2013,추신,1998,시와사상 신인상,시와사상,신인상,시,157
W02749,P0064,김언,모두가 움직인다,문학과지성사,문학과지성 시인선,431,2013,나는 항상 실패한다,1998,시와사상 신인상,시와사상,신인상,시,107
W02750,P0064,김언,모두가 움직인다,문학과지성사,문학과지성 시인선,431,2013,상석,1998,시와사상 신인상,시와사상,신인상,시,241
W02751,P0064,김언,소설을 쓰자,민음사,민음의 시,155,2009,한 사람들,1998,시와사상 신인상,시와사상,신인상,시,125
W02752,P0064,김언,소설을 쓰자,민음사,민음의 시,155,2009,짝퉁의 사전적 정의,1998,시와사상 신인상,시와사상,신인상,시,170
W02754,P0064,김언,소설을 쓰자,민음사,민음의 시,155,2009,미확인 물체,1998,시와사상 신인상,시와사상,신인상,시,136
W02757,P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,소박한 삶,2004,시와세계,시와세계,매체 및 문학상,시,106
W02758,P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,경계,2004,시와세계,시와세계,매체 및 문학상,시,271
W02759,P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,차단기 기둥 곁에서,2004,시와세계,시와세계,매체 및 문학상,시,130
W02760,P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,입춘,2004,시와세계,시와세계,매체 및 문학상,시,90
W02761,P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,벽장 속의 연서,2004,시와세계,시와세계,매체 및 문학상,시,62
W02762,P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,은하 철도,2004,시와세계,시와세계,매체 및 문학상,시,134
W02763,P0078,김이강,트램을 타고,문학과지성사,문학과지성 시인선,596,2024,창경궁에 갔다,2006,시와세계,시와세계,매체 및 문학상,시,131
W02764,P0078,김이강,트램을 타고,문학과지성사,문학과지성 시인선,596,2024,카즈미 없이,2006,시와세계,시와세계,매체 및 문학상,시,178
W02765,P0078,김이강,타이피스트,민음사,민음의 시,250,2018,해변의 작은 식당에서 우리가 했던 일,2006,시와세계,시와세계,매체 및 문학상,시,141
W02766,P0078,김이강,당신 집에서 잘 수 있나요?,문학동네,문학동네 시인선,26,2012,시월,2006,시와세계,시와세계,매체 및 문학상,시,73
W02767,P0107,류인서,놀이터,문학과지성사,문학과지성 시인선,521,2019,감정선,2001,시와시학,시와시학,매체 및 문학상,시,56
W02768,P0107,류인서,그는 늘 왼쪽에 앉는다,창비,창비시선,243,2005,예감,2001,시와시학,시와시학,매체 및 문학상,시,101
W02769,P0107,류인서,그는 늘 왼쪽에 앉는다,창비,창비시선,243,2005,리허설,2001,시와시학,시와시학,매체 및 문학상,시,80
W02770,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,서 있는 사람,1985,시운동,시운동,매체 및 문학상,시,118
W02771,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,디아스포라,1985,시운동,시운동,매체 및 문학상,시,75
W02772,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,그곳에 가고 싶다,1985,시운동,시운동,매체 및 문학상,시,100
W02773,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,태양이 머무는 곳,1985,시운동,시운동,매체 및 문학상,시,95
W02774,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,보르헤스 추억,1985,시운동,시운동,매체 및 문학상,시,96
W02775,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,한없이 갈라지는 시간의 틈에 대하여,1985,시운동,시운동,매체 및 문학상,시,164
W02776,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,좌우에 대한 숙고,1985,시운동,시운동,매체 및 문학상,시,91
W02777,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,배신자들,1985,시운동,시운동,매체 및 문학상,시,111
W02778,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,꽃다지,1985,시운동,시운동,매체 및 문학상,시,71
W02779,P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,시월 어느 날,1985,시운동,시운동,매체 및 문학상,시,64
W02780,P0344,정한용,유령들,민음사,민음의 시,176,2011,흑백 사진 한 장,1985,시운동,시운동,매체 및 문학상,시,161
W02781,P0122,박남준,적막,창비,창비시선,256,2005,정리된 사람,1984,시인 (지),시인 (지),매체 및 문학상,시,37
W02782,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,생경한 얼굴,2017,시인동네,시인동네,매체 및 문학상,시,144
W02783,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,악수,2017,시인동네,시인동네,매체 및 문학상,시,114
W02784,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,아르케의 잠,2017,시인동네,시인동네,매체 및 문학상,시,131
W02785,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,인류도감,2017,시인동네,시인동네,매체 및 문학상,시,134
W02786,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,태몽집,2017,시인동네,시인동네,매체 및 문학상,시,132
W02787,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,캔자스의 산타,2017,시인동네,시인동네,매체 및 문학상,시,113
W02788,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,너의 네버랜드,2017,시인동네,시인동네,매체 및 문학상,시,129
W02789,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,테트리스 적응기,2017,시인동네,시인동네,매체 및 문학상,시,123
W02790,P0099,김희준,"언니의 나라에선 누구도 시들지 않기 때문,",문학동네,문학동네 시인선,146,2020,조커의 난타적 성향,2017,시인동네,시인동네,매체 및 문학상,시,122
W02791,P0168,서효인,나는 나를 사랑해서 나를 혐오하고,문학동네,문학동네 시인선,171,2022,무등산 수박,2006,시인세계 신인상,시인세계 신인상,신인상,시,160
W02793,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,곡성,2006,시인세계 신인상,시인세계 신인상,신인상,시,155
W02794,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,강릉,2006,시인세계 신인상,시인세계 신인상,신인상,시,155
W02795,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,부평,2006,시인세계 신인상,시인세계 신인상,신인상,시,90
W02796,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,남해,2006,시인세계 신인상,시인세계 신인상,신인상,시,133
W02797,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,양화진,2006,시인세계 신인상,시인세계 신인상,신인상,시,148
W02798,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,강화,2006,시인세계 신인상,시인세계 신인상,신인상,시,150
W02799,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,인천,2006,시인세계 신인상,시인세계 신인상,신인상,시,152
W02800,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,진도,2006,시인세계 신인상,시인세계 신인상,신인상,시,166
W02801,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,송정리역,2006,시인세계 신인상,시인세계 신인상,신인상,시,178
W02802,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,1990년 1월 1일,2006,시인세계 신인상,시인세계 신인상,신인상,시,108
W02803,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,친구를 찾아서,2006,시인세계 신인상,시인세계 신인상,신인상,시,115
W02805,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,북항,2006,시인세계 신인상,시인세계 신인상,신인상,시,115
W02806,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,나주,2006,시인세계 신인상,시인세계 신인상,신인상,시,120
W02807,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,안양,2006,시인세계 신인상,시인세계 신인상,신인상,시,87
W02809,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,덕담을 찾아서,2006,시인세계 신인상,시인세계 신인상,신인상,시,161
W02810,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,신촌,2006,시인세계 신인상,시인세계 신인상,신인상,시,144
W02811,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,대전,2006,시인세계 신인상,시인세계 신인상,신인상,시,133
W02812,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,서귀포,2006,시인세계 신인상,시인세계 신인상,신인상,시,131
W02813,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,구미,2006,시인세계 신인상,시인세계 신인상,신인상,시,170
W02814,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,분당,2006,시인세계 신인상,시인세계 신인상,신인상,시,167
W02815,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,파편을 찾아서,2006,시인세계 신인상,시인세계 신인상,신인상,시,167
W02816,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,익산,2006,시인세계 신인상,시인세계 신인상,신인상,시,181
W02817,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,마포,2006,시인세계 신인상,시인세계 신인상,신인상,시,131
W02818,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,취향을 찾아서,2006,시인세계 신인상,시인세계 신인상,신인상,시,134
W02819,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,마산,2006,시인세계 신인상,시인세계 신인상,신인상,시,108
W02820,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,장충체육관,2006,시인세계 신인상,시인세계 신인상,신인상,시,117
W02821,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,효창공원,2006,시인세계 신인상,시인세계 신인상,신인상,시,195
W02822,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,영광,2006,시인세계 신인상,시인세계 신인상,신인상,시,138
W02823,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,연희동,2006,시인세계 신인상,시인세계 신인상,신인상,시,114
W02824,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,고기를 찾아서,2006,시인세계 신인상,시인세계 신인상,신인상,시,158
W02825,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,압해도,2006,시인세계 신인상,시인세계 신인상,신인상,시,76
W02826,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,철원,2006,시인세계 신인상,시인세계 신인상,신인상,시,106
W02827,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,개성,2006,시인세계 신인상,시인세계 신인상,신인상,시,237
W02828,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,"송정리—은진, 희진에게",2006,시인세계 신인상,시인세계 신인상,신인상,시,184
W02829,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,올림픽고속도로,2006,시인세계 신인상,시인세계 신인상,신인상,시,163
W02830,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,지축역,2006,시인세계 신인상,시인세계 신인상,신인상,시,242
W02831,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,한강철교,2006,시인세계 신인상,시인세계 신인상,신인상,시,179
W02832,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,정체성을 찾아서,2006,시인세계 신인상,시인세계 신인상,신인상,시,165
W02833,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,진주,2006,시인세계 신인상,시인세계 신인상,신인상,시,151
W02834,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,압구정,2006,시인세계 신인상,시인세계 신인상,신인상,시,139
W02835,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,금남로,2006,시인세계 신인상,시인세계 신인상,신인상,시,159
W02836,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,주차장,2006,시인세계 신인상,시인세계 신인상,신인상,시,158
W02837,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,기계,2006,시인세계 신인상,시인세계 신인상,신인상,시,105
W02838,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,진해,2006,시인세계 신인상,시인세계 신인상,신인상,시,118
W02839,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,화정,2006,시인세계 신인상,시인세계 신인상,신인상,시,93
W02840,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,경기 북부,2006,시인세계 신인상,시인세계 신인상,신인상,시,111
W02841,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,귀향,2006,시인세계 신인상,시인세계 신인상,신인상,시,166
W02842,P0168,서효인,여수,문학과지성사,문학과지성 시인선,494,2017,무안,2006,시인세계 신인상,시인세계 신인상,신인상,시,125
W02843,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,마그마,2006,시인세계 신인상,시인세계 신인상,신인상,시,153
W02844,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,과타나모 포르노,2006,시인세계 신인상,시인세계 신인상,신인상,시,116
W02845,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,백 년 동안의 세계대전,2006,시인세계 신인상,시인세계 신인상,신인상,시,123
W02846,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,탁구공,2006,시인세계 신인상,시인세계 신인상,신인상,시,97
W02847,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,인문대 소강당,2006,시인세계 신인상,시인세계 신인상,신인상,시,240
W02848,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,플라톤 논술 학원,2006,시인세계 신인상,시인세계 신인상,신인상,시,191
W02849,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,그의 옆집,2006,시인세계 신인상,시인세계 신인상,신인상,시,199
W02850,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,과연,2006,시인세계 신인상,시인세계 신인상,신인상,시,134
W02851,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,11:45,2006,시인세계 신인상,시인세계 신인상,신인상,시,158
W02852,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,부서지는 동그라미,2006,시인세계 신인상,시인세계 신인상,신인상,시,154
W02853,P0168,서효인,백 년동안의 세계대전,민음사,민음의 시,179,2011,옥상에서 일어난 모든 일은 비밀이야,2006,시인세계 신인상,시인세계 신인상,신인상,시,187
W02854,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,분노의 시절 - 분노 조절법 중급반,2006,시인세계 신인상,시인세계 신인상,신인상,시,216
W02855,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,알파벳 공갈단,2006,시인세계 신인상,시인세계 신인상,신인상,시,118
W02856,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,폭소,2006,시인세계 신인상,시인세계 신인상,신인상,시,144
W02857,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,애프터서비스,2006,시인세계 신인상,시인세계 신인상,신인상,시,160
W02858,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,FC 게토의 이삼류 골키퍼,2006,시인세계 신인상,시인세계 신인상,신인상,시,148
W02859,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,마스크 1,2006,시인세계 신인상,시인세계 신인상,신인상,시,173
W02860,P0168,서효인,소년 파르티잔 행동 지침,민음사,민음의 시,166,2010,수전노 솔레니오,2006,시인세계 신인상,시인세계 신인상,신인상,시,135
W02861,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,숲과 수첩,2011,시인세계 신인상,시인세계 신인상,신인상,시,174
W02862,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,춤추는 도마뱀의 리듬,2011,시인세계 신인상,시인세계 신인상,신인상,시,156
W02863,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,구,2011,시인세계 신인상,시인세계 신인상,신인상,시,206
W02864,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,악력,2011,시인세계 신인상,시인세계 신인상,신인상,시,231
W02865,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,백치,2011,시인세계 신인상,시인세계 신인상,신인상,시,213
W02866,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,술을 삼키는 목구멍의 기분으로,2011,시인세계 신인상,시인세계 신인상,신인상,시,209
W02867,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,우츠보라,2011,시인세계 신인상,시인세계 신인상,신인상,시,153
W02868,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,유성우,2011,시인세계 신인상,시인세계 신인상,신인상,시,164
W02869,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,서리의 계절,2011,시인세계 신인상,시인세계 신인상,신인상,시,167
W02870,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,산책,2011,시인세계 신인상,시인세계 신인상,신인상,시,187
W02871,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,일기예보,2011,시인세계 신인상,시인세계 신인상,신인상,시,155
W02872,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,여름 바다,2011,시인세계 신인상,시인세계 신인상,신인상,시,152
W02873,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,연필점,2011,시인세계 신인상,시인세계 신인상,신인상,시,164
W02874,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,오키나와 타카요시,2011,시인세계 신인상,시인세계 신인상,신인상,시,163
W02875,P0137,박은정,밤과 꿈의 뉘앙스,민음사,민음의 시,268,2020,블라디의 끝,2011,시인세계 신인상,시인세계 신인상,신인상,시,230
W02876,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,불행의 접미사,2011,시인세계 신인상,시인세계 신인상,신인상,시,134
W02877,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,미토콘드리아,2011,시인세계 신인상,시인세계 신인상,신인상,시,139
W02878,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,신비주의자들,2011,시인세계 신인상,시인세계 신인상,신인상,시,121
W02879,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,합창 시간,2011,시인세계 신인상,시인세계 신인상,신인상,시,116
W02880,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,꼽추,2011,시인세계 신인상,시인세계 신인상,신인상,시,123
W02881,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,맹인의 발음,2011,시인세계 신인상,시인세계 신인상,신인상,시,125
W02882,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,우리에게도 아픈 전쟁이,2011,시인세계 신인상,시인세계 신인상,신인상,시,109
W02883,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,귀령,2011,시인세계 신인상,시인세계 신인상,신인상,시,116
W02884,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,일요일의 미로,2011,시인세계 신인상,시인세계 신인상,신인상,시,102
W02885,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,사탄의 운지법,2011,시인세계 신인상,시인세계 신인상,신인상,시,156
W02886,P0137,박은정,아무도 모르게 어른이 되어,문학동네,문학동네 시인선,69,2015,벌려다오 너의 릴리트를,2011,시인세계 신인상,시인세계 신인상,신인상,시,142
